Age,Income,LoanAmount,CreditScore,EmploymentLength,DebtToIncomeRatio,OpenCreditLines,LatePayments,HomeOwnership,LoanPurpose,AppSessionTime,UtilityPaymentLatency,SocialSentimentScore,OverdraftFrequency,NumInquiries,BankLoyaltyScore,SupportContactFrequency,DeviceType,TransactionConsistency,NighttimeTransactionRatio,LoanStatus
41,46949,16238,599,4,0.95,11,1,MORTGAGE,debt_consolidation,1.4,6,70.2,2,0,1,8,mobile,61.9,0.261,1
64,26869,18583,626,12,0.95,8,0,MORTGAGE,car,1.8,3,49.1,1,0,10,9,mobile,100.0,0.046,0
45,72580,13411,747,22,0.95,7,0,RENT,debt_consolidation,0.0,0,73.9,0,8,12,11,mobile,100.0,0.222,1
45,73551,15180,662,30,0.95,5,0,MORTGAGE,debt_consolidation,4.9,4,63.1,3,5,15,3,mobile,100.0,0.219,1
27,87057,14569,681,30,0.95,5,3,RENT,home_improvement,10.7,0,87.4,0,8,14,9,mobile,61.1,0.169,1
56,44576,11190,627,5,0.95,10,0,OWN,medical,6.7,3,72.5,0,4,19,11,desktop,83.1,0.135,1
36,53220,10215,714,13,0.95,5,0,OWN,debt_consolidation,6.8,10,65.9,4,9,5,7,mobile,73.2,0.203,0
25,53440,11114,783,13,0.95,13,2,RENT,other,11.1,0,64.8,0,4,15,3,desktop,82.3,0.154,1
65,115797,12021,631,3,0.95,2,3,MORTGAGE,education,14.8,1,40.9,1,7,2,6,mobile,58.0,0.139,0
29,20000,6657,774,1,0.95,4,1,OWN,education,17.1,2,66.3,0,9,12,7,mobile,100.0,0.023,1
21,35220,12001,700,10,0.95,1,0,MORTGAGE,car,8.6,0,65.2,3,7,2,10,mobile,56.9,0.182,1
24,54312,16050,680,26,0.95,13,0,OWN,education,6.9,1,68.7,0,2,19,5,mobile,89.6,0.248,1
41,33239,8246,702,11,0.95,7,1,MORTGAGE,home_improvement,6.3,0,65.3,1,7,11,11,desktop,72.9,0.052,1
25,48231,7901,701,11,0.95,1,2,RENT,car,10.4,3,88.0,1,3,1,3,mobile,66.2,0.088,1
58,51188,10836,782,30,0.95,1,0,OWN,debt_consolidation,7.4,1,64.2,2,6,10,9,mobile,72.7,0.117,1
44,40297,6906,708,11,0.95,14,3,RENT,debt_consolidation,7.4,0,56.2,1,6,16,8,mobile,78.7,0.13,1
35,55771,5288,709,21,0.95,14,1,MORTGAGE,other,7.7,3,44.7,0,1,16,7,desktop,73.2,0.1,1
21,71874,14173,656,30,0.95,5,2,MORTGAGE,car,4.2,3,61.8,1,2,15,7,desktop,78.1,0.239,1
42,48712,7477,726,3,0.95,10,0,RENT,debt_consolidation,0.0,0,53.3,1,1,13,9,mobile,52.2,0.29,1
27,44182,9022,627,15,0.95,4,3,RENT,debt_consolidation,5.3,0,49.8,2,0,20,1,mobile,51.2,0.165,0
65,50282,7016,685,10,0.95,13,1,OWN,home_improvement,13.8,0,63.6,1,5,19,5,mobile,54.3,0.103,1
34,53995,14924,838,3,0.95,11,0,RENT,education,13.6,5,83.9,7,2,10,11,mobile,95.4,0.161,1
42,24757,12598,542,1,0.95,7,2,RENT,education,11.8,4,81.1,4,6,20,5,mobile,80.5,0.071,1
21,66683,8133,692,20,0.95,14,0,MORTGAGE,debt_consolidation,6.0,0,50.1,3,2,14,1,mobile,74.6,0.135,1
26,44225,5586,694,20,0.95,4,0,MORTGAGE,debt_consolidation,4.8,0,68.5,1,0,0,11,desktop,87.7,0.188,0
30,95577,7795,667,17,0.95,15,0,OWN,debt_consolidation,14.5,0,73.9,0,1,15,9,mobile,82.5,0.196,1
23,70684,11249,668,20,0.95,5,0,MORTGAGE,car,3.7,1,76.2,1,5,4,6,desktop,93.2,0.189,0
53,91723,9657,685,22,0.95,14,0,MORTGAGE,home_improvement,8.2,1,90.5,1,1,18,11,mobile,93.7,0.117,1
63,34374,9355,666,1,0.95,13,1,OWN,medical,14.8,0,51.6,0,8,5,6,mobile,61.9,0.159,1
65,45838,9747,692,1,0.95,9,2,MORTGAGE,car,8.5,0,55.6,2,7,10,10,mobile,80.5,0.125,1
32,30974,12131,653,10,0.95,2,1,RENT,debt_consolidation,6.8,4,58.7,0,1,18,1,mobile,89.1,0.211,1
56,39445,8807,791,17,0.95,12,0,RENT,debt_consolidation,12.6,2,73.1,2,8,20,5,mobile,100.0,0.179,1
43,95173,10721,666,27,0.95,11,0,OWN,debt_consolidation,8.3,2,29.9,0,3,2,6,mobile,88.0,0.266,1
23,105807,6034,711,30,0.684,13,1,OWN,medical,8.8,0,64.8,1,8,20,6,mobile,77.6,0.173,1
25,32317,24873,643,25,0.95,4,2,OWN,car,14.1,30,43.0,0,9,8,4,mobile,86.8,0.09,0
45,44081,7994,731,9,0.95,4,0,MORTGAGE,other,0.0,0,68.0,0,2,11,0,desktop,59.5,0.065,1
40,52350,9715,720,17,0.95,6,4,OWN,debt_consolidation,9.4,2,97.0,2,3,1,3,mobile,60.2,0.161,0
21,70511,11233,703,3,0.95,6,2,RENT,other,4.9,3,80.6,0,1,0,9,mobile,97.6,0.0,0
62,24541,7598,623,15,0.95,1,3,MORTGAGE,debt_consolidation,7.2,0,50.8,0,0,10,11,mobile,92.1,0.121,1
53,26335,8983,638,3,0.95,3,1,MORTGAGE,home_improvement,8.5,0,62.1,0,5,7,0,mobile,98.6,0.109,1
43,67530,8940,772,30,0.95,8,0,MORTGAGE,debt_consolidation,5.3,3,55.5,0,6,5,11,mobile,87.1,0.094,1
65,22537,6213,638,13,0.95,15,4,MORTGAGE,debt_consolidation,8.9,1,86.1,0,5,1,11,mobile,65.3,0.16,1
64,44309,10673,715,22,0.95,2,3,MORTGAGE,debt_consolidation,9.5,20,37.2,3,9,15,11,desktop,75.6,0.077,1
64,58276,4630,628,3,0.95,4,2,MORTGAGE,debt_consolidation,8.8,3,61.9,0,1,12,3,mobile,100.0,0.039,1
32,65320,18053,735,29,0.95,13,3,RENT,car,8.4,10,58.2,1,2,10,4,desktop,67.1,0.184,1
60,50829,12298,642,16,0.95,1,3,OWN,medical,7.5,2,51.6,0,8,11,2,mobile,75.7,0.124,1
43,45955,11564,627,2,0.95,2,2,OWN,medical,7.6,1,91.2,0,2,20,7,mobile,93.8,0.173,1
53,79226,4471,640,11,0.677,14,0,RENT,education,8.3,15,46.1,0,3,9,1,desktop,79.0,0.162,1
59,61595,6522,649,6,0.95,4,1,OWN,medical,4.2,4,51.3,0,4,20,3,mobile,73.0,0.187,1
28,40491,15611,702,2,0.95,5,1,RENT,other,13.1,0,90.3,0,2,6,6,mobile,87.8,0.164,1
41,55104,47122,683,0,0.95,1,2,OWN,debt_consolidation,7.6,1,66.6,0,5,16,5,mobile,71.8,0.19,1
26,64371,14442,619,22,0.95,7,2,RENT,other,6.4,6,65.5,3,7,13,4,mobile,70.3,0.268,0
33,117384,13559,678,26,0.95,15,0,RENT,home_improvement,9.6,15,59.2,0,8,6,3,mobile,46.6,0.173,0
39,77176,11048,617,20,0.95,15,5,OWN,home_improvement,7.5,5,68.0,2,4,2,2,desktop,39.6,0.189,1
59,93578,6380,715,21,0.818,10,0,RENT,car,13.0,1,62.0,0,9,2,7,mobile,75.0,0.157,1
59,41160,13334,725,1,0.95,11,0,OWN,debt_consolidation,11.6,15,57.7,4,3,13,2,desktop,95.3,0.017,1
38,42792,5765,678,5,0.95,10,1,RENT,debt_consolidation,8.4,0,48.4,0,8,3,3,mobile,75.9,0.14,1
35,48731,5518,694,1,0.95,11,0,OWN,home_improvement,11.8,0,68.6,0,8,13,0,mobile,77.3,0.244,1
44,50787,5381,776,30,0.95,8,0,MORTGAGE,medical,8.9,0,59.6,0,2,19,3,mobile,90.4,0.184,1
62,34420,13231,671,22,0.95,4,1,MORTGAGE,education,3.4,0,61.4,6,0,15,3,mobile,72.6,0.116,1
64,95767,8752,628,29,0.95,14,4,OWN,debt_consolidation,11.6,0,77.2,1,7,2,5,mobile,57.1,0.176,1
31,80620,9324,711,28,0.95,14,0,MORTGAGE,debt_consolidation,0.4,1,60.9,0,0,2,3,mobile,87.0,0.072,1
29,47214,8900,617,6,0.95,3,2,MORTGAGE,car,0.0,2,66.5,2,6,5,0,mobile,63.2,0.198,0
52,72314,5709,668,15,0.947,2,0,MORTGAGE,home_improvement,10.8,15,91.4,2,4,10,4,mobile,82.5,0.116,1
34,59892,6848,647,20,0.95,12,1,MORTGAGE,debt_consolidation,9.8,0,73.4,3,4,1,10,mobile,63.5,0.162,0
29,74901,6987,641,22,0.95,1,0,RENT,home_improvement,9.5,0,60.4,0,7,10,6,mobile,97.8,0.079,1
22,29586,5105,666,20,0.95,13,0,OWN,medical,13.6,0,52.6,0,6,1,2,mobile,72.4,0.165,1
39,50739,7320,729,14,0.95,15,1,OWN,debt_consolidation,7.9,0,66.1,0,6,2,11,mobile,96.6,0.0,1
38,52780,5811,740,0,0.95,1,5,OWN,debt_consolidation,6.5,2,79.0,0,4,8,7,mobile,50.6,0.12,1
46,71728,11283,730,29,0.95,12,0,RENT,debt_consolidation,11.2,15,59.7,0,6,12,8,mobile,72.5,0.096,1
30,40831,11665,698,21,0.95,2,1,MORTGAGE,home_improvement,5.1,0,67.4,0,6,8,0,desktop,97.8,0.099,1
53,20000,5338,665,25,0.95,5,2,OWN,debt_consolidation,7.0,0,59.4,0,5,14,3,mobile,76.1,0.0,1
51,33297,7953,550,6,0.95,9,2,RENT,car,9.0,5,62.3,3,7,4,4,mobile,30.7,0.102,1
41,52708,18815,700,3,0.95,11,2,MORTGAGE,education,9.3,1,50.1,0,1,2,8,mobile,65.5,0.168,1
29,55756,6049,554,27,0.95,2,1,OWN,debt_consolidation,6.7,3,70.9,3,0,19,0,mobile,70.3,0.087,1
43,115576,10622,574,24,0.95,2,2,OWN,debt_consolidation,6.0,4,69.2,8,0,9,2,mobile,82.9,0.182,0
51,70420,9341,671,25,0.95,5,0,OWN,debt_consolidation,3.5,3,87.8,0,6,12,11,desktop,74.3,0.213,1
37,56201,13865,694,13,0.95,11,0,OWN,other,4.9,4,68.6,0,7,15,3,mobile,92.2,0.17,1
32,53392,10079,655,28,0.95,7,2,RENT,home_improvement,15.3,0,57.1,0,1,6,10,mobile,83.1,0.176,0
43,89044,7536,764,6,0.95,5,1,RENT,education,6.9,1,87.4,1,0,6,2,mobile,82.6,0.168,1
36,41542,9198,705,23,0.95,3,2,RENT,education,8.8,3,72.2,1,3,17,10,mobile,88.2,0.188,1
39,50862,9252,666,15,0.95,15,2,OWN,other,2.0,0,69.7,1,7,14,4,mobile,90.5,0.102,1
36,33184,8633,756,5,0.95,11,0,MORTGAGE,education,18.3,2,66.9,0,4,14,2,desktop,77.7,0.089,1
34,102591,5284,766,22,0.618,15,4,OWN,debt_consolidation,4.6,0,69.2,1,6,20,7,mobile,78.4,0.091,1
53,64642,14724,708,11,0.95,8,3,RENT,car,3.3,0,55.0,4,9,9,6,mobile,57.0,0.196,1
41,39404,13719,637,4,0.95,13,0,OWN,other,7.8,0,65.9,0,5,1,1,mobile,83.4,0.09,1
41,51457,5898,649,21,0.95,10,2,MORTGAGE,car,4.4,3,63.9,1,3,15,10,desktop,70.5,0.129,1
50,68142,7940,600,23,0.95,8,3,MORTGAGE,medical,9.5,4,72.0,4,0,16,9,desktop,71.8,0.119,0
37,48396,8184,677,10,0.95,8,0,OWN,other,2.0,3,82.6,0,8,7,4,mobile,81.8,0.161,1
25,42595,5639,622,29,0.95,8,0,RENT,car,12.5,0,80.5,0,7,4,10,mobile,82.6,0.193,0
59,40359,4244,661,22,0.95,7,0,RENT,car,11.8,1,74.2,0,3,16,0,mobile,75.9,0.193,1
23,63104,6848,694,0,0.95,10,5,MORTGAGE,car,7.5,10,42.9,1,6,1,11,mobile,61.4,0.024,0
46,46114,7765,570,10,0.95,8,3,MORTGAGE,debt_consolidation,1.4,3,60.9,5,2,0,5,mobile,67.0,0.173,0
32,44170,5032,610,30,0.95,15,4,OWN,debt_consolidation,4.8,3,41.5,5,6,17,9,mobile,75.3,0.146,1
30,29696,9612,652,5,0.95,14,3,RENT,car,8.3,2,82.2,2,4,5,10,mobile,100.0,0.161,1
22,56103,14259,677,29,0.95,7,0,OWN,other,3.2,10,65.3,0,2,16,10,mobile,70.3,0.125,1
61,49934,12542,652,16,0.95,6,4,MORTGAGE,other,3.8,2,64.9,0,0,11,1,mobile,64.4,0.093,0
40,46876,8513,665,20,0.95,12,0,OWN,debt_consolidation,12.2,2,57.4,0,0,19,4,mobile,62.8,0.217,1
36,59246,4289,641,21,0.869,10,2,RENT,education,8.6,4,84.7,0,8,17,1,mobile,77.3,0.135,1
54,75857,11924,600,15,0.95,4,1,MORTGAGE,debt_consolidation,8.5,30,68.4,8,0,10,2,mobile,81.8,0.234,1
22,74288,9495,650,16,0.95,13,0,RENT,car,10.1,10,65.4,0,4,15,7,mobile,89.6,0.147,0
46,69475,10612,668,17,0.95,11,0,MORTGAGE,other,7.3,0,68.8,1,1,3,8,mobile,98.4,0.149,1
43,48616,19427,662,19,0.95,10,0,OWN,other,7.8,2,69.8,0,6,19,2,mobile,83.0,0.101,1
45,41976,6439,686,22,0.95,12,0,MORTGAGE,car,9.8,0,65.1,2,3,19,0,mobile,62.4,0.148,1
26,33868,3000,703,13,0.95,4,0,MORTGAGE,car,11.2,0,84.7,1,7,5,4,desktop,81.1,0.214,1
63,41485,5876,717,13,0.95,12,1,RENT,home_improvement,10.0,2,84.5,0,0,10,7,mobile,50.7,0.14,0
31,54658,10877,645,24,0.95,2,3,OWN,medical,13.8,0,68.3,2,4,19,4,mobile,73.5,0.164,1
51,38032,9052,593,23,0.95,12,1,RENT,debt_consolidation,8.1,7,56.1,2,4,6,11,mobile,51.8,0.263,1
54,56570,5507,749,20,0.95,9,0,MORTGAGE,debt_consolidation,2.6,0,71.6,1,4,4,8,desktop,94.1,0.066,1
36,35086,5075,701,14,0.95,9,1,OWN,education,12.4,4,58.7,0,2,20,7,mobile,83.7,0.084,1
26,25657,7771,627,17,0.95,11,1,MORTGAGE,debt_consolidation,7.0,0,87.0,1,2,4,0,mobile,68.4,0.171,1
34,78334,5440,695,17,0.833,5,1,MORTGAGE,car,4.9,0,89.0,1,9,3,11,mobile,68.8,0.03,1
57,43762,11029,738,13,0.95,12,5,MORTGAGE,home_improvement,10.8,1,77.1,0,7,9,7,mobile,78.8,0.186,0
61,37173,7596,775,5,0.95,1,0,RENT,debt_consolidation,9.5,3,50.8,1,4,12,11,mobile,93.7,0.094,1
63,33116,6968,693,16,0.95,11,0,RENT,debt_consolidation,2.9,2,60.5,4,8,4,5,mobile,87.6,0.118,1
31,65537,6612,738,13,0.95,12,3,OWN,debt_consolidation,10.7,3,64.2,0,0,18,8,mobile,71.7,0.209,1
48,100580,9949,613,1,0.95,1,3,OWN,debt_consolidation,15.5,11,55.3,2,5,0,6,desktop,68.2,0.062,0
27,45189,9109,678,29,0.95,11,1,OWN,car,9.3,0,62.8,0,6,19,10,desktop,64.5,0.01,1
52,49168,9709,661,20,0.95,12,4,OWN,car,7.0,0,70.3,1,0,13,8,mobile,64.6,0.002,1
39,87749,9624,698,3,0.95,8,0,MORTGAGE,home_improvement,1.3,0,74.4,2,7,5,4,desktop,52.9,0.17,1
53,23988,8700,768,6,0.95,10,0,OWN,education,16.2,0,85.1,2,7,12,7,mobile,75.3,0.209,1
51,131280,5924,693,17,0.541,1,0,OWN,medical,5.9,1,66.7,1,5,1,1,mobile,94.6,0.075,1
65,162730,6687,628,26,0.493,15,2,RENT,car,2.4,0,62.8,5,6,19,8,mobile,96.4,0.224,1
42,20000,7647,610,15,0.95,15,4,MORTGAGE,car,8.4,5,49.0,3,9,14,5,mobile,72.1,0.145,1
36,51851,20457,770,25,0.95,12,0,MORTGAGE,car,12.0,1,71.9,3,3,20,3,desktop,100.0,0.152,1
44,39202,5221,708,3,0.95,1,0,RENT,debt_consolidation,12.9,2,60.7,3,2,0,10,mobile,88.5,0.214,1
28,48091,7573,704,16,0.95,7,1,OWN,debt_consolidation,5.3,30,64.1,0,4,19,10,desktop,80.3,0.025,1
26,44879,9314,661,25,0.95,13,0,RENT,debt_consolidation,7.6,2,59.1,0,9,17,0,desktop,46.3,0.194,1
44,78065,7932,694,26,0.95,11,3,MORTGAGE,medical,8.0,0,59.5,7,4,10,7,desktop,100.0,0.02,1
58,51500,13761,625,7,0.95,14,0,OWN,home_improvement,11.9,0,77.1,0,9,12,0,desktop,75.3,0.035,1
44,35957,7916,701,20,0.95,10,3,OWN,other,10.4,0,66.3,2,7,6,5,mobile,75.2,0.046,1
56,50137,8153,615,1,0.95,11,4,MORTGAGE,debt_consolidation,9.1,5,88.9,1,1,10,11,mobile,79.7,0.189,1
29,68299,12405,660,4,0.95,6,0,OWN,home_improvement,11.7,1,51.4,2,6,20,6,mobile,80.1,0.193,1
41,31803,18477,644,27,0.95,13,1,OWN,debt_consolidation,2.6,15,84.6,0,8,17,1,mobile,100.0,0.208,1
48,25827,15725,500,22,0.95,9,4,OWN,education,9.7,2,60.2,3,5,7,2,mobile,54.7,0.143,0
36,132818,8479,660,6,0.766,13,0,MORTGAGE,home_improvement,8.9,0,66.3,0,3,11,0,desktop,91.5,0.12,1
21,40575,8780,630,30,0.95,4,0,RENT,car,7.8,0,74.0,0,8,7,9,mobile,74.8,0.181,1
24,50929,9124,668,30,0.95,5,2,MORTGAGE,car,7.0,1,81.4,3,0,7,10,mobile,79.3,0.135,0
62,45297,9498,680,1,0.95,2,1,MORTGAGE,debt_consolidation,8.5,30,82.0,1,8,13,3,desktop,66.6,0.16,0
48,69330,6381,777,0,0.95,11,2,MORTGAGE,medical,5.7,0,81.7,2,0,11,3,desktop,85.0,0.14,1
32,120301,13025,696,7,0.95,11,0,OWN,education,18.9,1,64.1,0,0,13,6,mobile,94.8,0.141,1
32,70331,9727,698,24,0.95,5,2,RENT,car,13.4,0,92.4,0,5,20,9,mobile,84.7,0.288,1
22,27357,8796,707,18,0.95,6,1,MORTGAGE,debt_consolidation,12.4,1,75.7,3,0,2,11,desktop,83.5,0.208,0
63,29061,5386,727,15,0.95,9,0,MORTGAGE,medical,5.9,0,25.9,1,7,8,11,mobile,56.8,0.179,1
25,45273,9181,704,12,0.95,12,0,MORTGAGE,medical,4.2,0,67.9,2,4,4,6,mobile,57.1,0.118,1
55,48016,4199,695,14,0.95,5,0,MORTGAGE,other,7.2,2,62.1,0,7,1,7,mobile,66.0,0.15,1
31,24962,7096,719,19,0.95,8,2,MORTGAGE,debt_consolidation,8.5,0,63.0,1,7,0,0,desktop,72.9,0.214,1
36,78331,7149,546,1,0.95,3,2,RENT,other,2.2,4,76.3,4,7,7,0,desktop,66.2,0.158,1
33,33228,10045,794,18,0.95,13,3,RENT,education,9.9,0,71.7,0,1,4,11,desktop,92.6,0.117,1
58,106084,18995,767,6,0.95,14,0,RENT,debt_consolidation,12.3,0,58.0,0,8,17,2,mobile,100.0,0.029,1
22,122919,11257,691,24,0.95,12,2,OWN,medical,0.0,2,88.5,0,8,7,6,desktop,97.1,0.119,1
36,48450,15984,602,6,0.95,13,1,RENT,debt_consolidation,4.4,4,49.4,8,5,4,3,desktop,59.5,0.193,0
33,66008,11592,746,2,0.95,12,2,OWN,debt_consolidation,12.9,2,48.5,4,1,20,2,mobile,77.9,0.057,1
33,31121,14045,641,13,0.95,13,1,OWN,car,9.5,1,52.2,0,7,13,9,mobile,87.5,0.248,0
29,71729,18823,709,13,0.95,7,1,RENT,debt_consolidation,4.5,0,73.7,3,6,16,5,mobile,80.4,0.163,1
62,43296,6683,609,16,0.95,4,5,MORTGAGE,debt_consolidation,10.9,4,72.6,3,1,16,1,mobile,66.0,0.243,1
38,33215,6510,802,26,0.95,15,0,RENT,car,5.6,2,56.1,6,8,9,4,mobile,100.0,0.14,1
39,47562,11702,600,21,0.95,1,2,RENT,other,7.1,8,59.1,3,6,13,5,mobile,53.7,0.0,0
38,43933,8942,683,11,0.95,7,0,MORTGAGE,debt_consolidation,3.4,3,67.4,0,0,2,5,mobile,96.9,0.117,1
65,46802,9780,563,22,0.95,11,1,RENT,debt_consolidation,8.1,8,52.5,5,6,11,9,mobile,38.4,0.098,0
36,83063,8107,677,15,0.95,12,2,RENT,debt_consolidation,12.1,4,78.6,5,8,20,5,mobile,87.5,0.085,1
36,38048,7055,656,6,0.95,11,0,RENT,debt_consolidation,6.1,1,89.4,1,9,4,7,desktop,69.5,0.178,1
35,118274,17125,742,0,0.95,8,2,OWN,other,10.6,4,65.0,0,8,20,9,desktop,95.1,0.081,1
35,29844,5768,656,0,0.95,14,0,RENT,home_improvement,7.8,1,72.3,2,8,1,11,mobile,82.3,0.043,1
25,112077,11785,742,6,0.95,4,4,MORTGAGE,car,12.3,20,69.0,0,1,14,2,desktop,84.2,0.1,1
48,34289,11045,623,25,0.95,3,0,OWN,home_improvement,6.1,5,86.6,3,0,2,7,mobile,69.7,0.202,1
22,54152,4762,664,14,0.95,10,5,MORTGAGE,other,14.2,0,94.6,4,2,20,7,desktop,67.0,0.125,1
31,43452,6423,665,14,0.95,5,1,OWN,home_improvement,10.7,3,62.4,0,8,9,8,mobile,81.7,0.08,1
30,46412,6870,707,12,0.95,8,5,RENT,other,9.0,0,67.9,0,8,20,8,mobile,86.2,0.115,0
34,77700,11224,700,7,0.95,7,1,MORTGAGE,car,9.1,10,79.5,0,0,18,1,mobile,100.0,0.22,1
55,106396,7732,719,22,0.872,4,0,MORTGAGE,other,6.1,0,72.3,6,9,2,11,mobile,74.7,0.177,1
47,92571,8654,694,0,0.95,15,2,RENT,home_improvement,5.9,1,54.7,3,2,10,8,desktop,58.0,0.18,1
65,45153,4999,716,18,0.95,6,0,MORTGAGE,education,9.0,0,42.1,0,4,13,3,desktop,84.1,0.176,1
36,58860,22706,630,29,0.95,11,0,OWN,debt_consolidation,3.2,5,59.1,4,6,9,4,desktop,55.4,0.027,1
62,38104,9214,701,27,0.95,3,0,MORTGAGE,car,5.6,15,72.0,4,1,14,2,mobile,98.8,0.134,1
23,34676,10934,768,11,0.95,15,3,RENT,car,4.3,1,61.9,4,3,14,7,desktop,98.4,0.213,0
43,32343,7214,587,26,0.95,15,4,OWN,home_improvement,10.3,6,52.7,3,2,18,11,desktop,42.3,0.0,0
56,44493,6898,706,7,0.95,2,0,OWN,home_improvement,10.3,2,59.3,3,3,13,4,desktop,57.4,0.006,1
44,60617,19246,717,7,0.95,10,2,MORTGAGE,debt_consolidation,13.1,0,93.1,0,3,10,11,mobile,66.8,0.067,1
62,22918,4160,760,10,0.95,9,0,OWN,other,6.7,20,51.6,0,4,19,8,desktop,92.0,0.09,1
35,53058,10011,719,0,0.95,3,0,MORTGAGE,home_improvement,4.8,0,63.0,1,6,14,9,desktop,68.0,0.145,1
22,107174,5516,685,8,0.618,12,0,OWN,debt_consolidation,2.1,1,60.2,0,1,5,0,mobile,87.7,0.052,1
55,89757,7616,703,26,0.95,12,0,RENT,medical,9.1,0,94.8,0,7,7,4,desktop,90.2,0.177,1
24,41634,6938,639,23,0.95,13,1,RENT,medical,13.6,30,46.8,0,1,1,5,mobile,70.6,0.298,1
55,28895,6037,658,10,0.95,10,0,MORTGAGE,debt_consolidation,7.7,1,56.5,0,6,8,11,mobile,89.5,0.102,1
54,66631,9083,606,9,0.95,11,1,RENT,debt_consolidation,8.1,27,68.4,2,1,11,9,desktop,76.4,0.044,0
58,20000,3206,761,10,0.95,11,0,RENT,car,8.0,0,69.8,5,8,16,7,mobile,90.9,0.112,1
42,89283,7894,704,3,0.95,12,3,RENT,education,9.0,1,83.2,0,3,16,10,mobile,85.1,0.18,0
61,49212,8638,629,4,0.95,9,1,MORTGAGE,debt_consolidation,12.0,0,81.7,1,0,4,2,desktop,70.7,0.153,1
28,123511,5199,694,30,0.505,12,0,RENT,debt_consolidation,15.7,3,57.6,3,1,8,1,desktop,100.0,0.194,1
40,24906,16404,743,21,0.95,1,2,RENT,medical,10.0,0,71.9,3,3,20,9,mobile,78.5,0.123,1
26,81893,7060,734,21,0.95,10,0,RENT,debt_consolidation,10.3,0,65.0,0,9,15,9,mobile,72.2,0.165,1
55,51781,8144,628,8,0.95,4,3,RENT,education,7.0,2,61.1,2,2,10,5,desktop,90.2,0.322,1
53,46678,7066,507,26,0.95,7,2,RENT,medical,7.6,6,81.7,7,4,16,3,mobile,64.2,0.114,0
57,29248,8668,701,5,0.95,12,0,OWN,education,7.5,4,71.0,3,7,17,0,mobile,74.1,0.142,1
55,70833,15112,631,30,0.95,2,0,MORTGAGE,home_improvement,6.5,4,89.8,0,2,8,1,mobile,60.3,0.174,1
34,73443,24082,714,15,0.95,12,0,MORTGAGE,debt_consolidation,8.5,1,74.1,2,6,16,9,desktop,71.9,0.317,1
24,120971,12067,732,10,0.95,4,0,OWN,car,10.5,2,80.4,2,4,4,7,mobile,100.0,0.202,0
62,85274,13838,741,23,0.95,12,2,OWN,debt_consolidation,8.3,0,29.5,0,8,13,9,desktop,82.8,0.15,1
43,41471,17793,775,12,0.95,12,0,MORTGAGE,debt_consolidation,6.9,0,68.7,2,6,7,0,mobile,100.0,0.11,1
25,34484,9893,747,8,0.95,1,0,RENT,home_improvement,8.5,5,73.5,0,3,16,10,mobile,81.5,0.237,1
62,29266,16783,776,21,0.95,4,1,RENT,home_improvement,4.2,0,74.8,0,4,10,6,mobile,67.2,0.136,1
65,105130,12295,755,22,0.95,13,1,MORTGAGE,debt_consolidation,11.2,30,89.1,0,8,19,1,mobile,75.7,0.249,1
41,38171,9486,760,18,0.95,6,3,RENT,debt_consolidation,6.3,1,76.2,0,3,20,11,desktop,95.3,0.124,1
55,105462,10302,677,14,0.95,7,0,RENT,debt_consolidation,3.4,0,50.6,0,5,7,4,mobile,49.6,0.101,1
22,68616,4322,609,10,0.756,1,5,MORTGAGE,car,9.8,2,75.1,7,8,0,4,desktop,79.1,0.04,1
25,62847,10065,816,12,0.95,11,1,RENT,debt_consolidation,10.0,1,79.3,0,1,19,9,mobile,91.2,0.178,1
33,47189,4830,683,27,0.95,2,1,MORTGAGE,car,4.6,15,59.0,0,8,19,5,desktop,73.1,0.016,1
50,72933,4675,747,11,0.769,5,0,OWN,medical,10.5,3,61.8,2,8,20,9,mobile,85.6,0.23,1
27,53801,9674,649,29,0.95,8,0,OWN,medical,10.5,1,78.6,1,5,4,6,mobile,71.2,0.042,1
22,45883,5735,733,4,0.95,12,0,MORTGAGE,other,15.9,20,67.6,1,2,0,10,mobile,93.0,0.015,0
51,74102,8930,545,5,0.95,8,3,MORTGAGE,other,7.1,7,82.9,5,1,1,3,mobile,38.0,0.139,0
55,50778,9465,657,10,0.95,15,1,MORTGAGE,debt_consolidation,7.8,0,70.2,2,7,10,6,mobile,77.3,0.209,1
54,37826,9636,674,0,0.95,8,0,OWN,debt_consolidation,5.6,3,37.0,2,3,5,2,mobile,92.7,0.134,0
56,70964,6238,705,27,0.95,4,0,MORTGAGE,medical,10.0,1,68.4,0,5,3,3,mobile,51.7,0.196,1
57,52639,12829,738,10,0.95,3,3,OWN,medical,8.0,0,62.0,1,0,4,11,desktop,69.8,0.165,1
48,67509,8641,619,3,0.95,12,2,RENT,debt_consolidation,12.0,6,76.2,4,5,8,4,mobile,38.6,0.19,1
44,44168,10683,716,19,0.95,7,1,MORTGAGE,other,6.3,0,73.6,0,0,1,8,mobile,61.2,0.253,1
59,31442,5549,747,29,0.95,10,4,RENT,education,9.9,1,54.4,0,5,20,3,mobile,89.6,0.093,1
36,118277,8339,809,30,0.846,6,0,RENT,education,7.0,5,70.4,0,8,20,0,mobile,99.0,0.153,1
25,108660,13890,718,3,0.95,5,1,MORTGAGE,debt_consolidation,0.6,0,75.1,0,9,4,7,mobile,72.7,0.006,1
54,80636,13201,654,24,0.95,9,2,MORTGAGE,home_improvement,10.5,3,73.9,0,8,12,2,desktop,58.5,0.238,1
